update,free,available,total
2018-02-28 23:58:15,2832,2571,5437
2018-03-01 00:13:28,2845,2558,5437
2018-03-01 00:28:48,2865,2538,5437
2018-03-01 00:44:10,2833,2570,5437
2018-03-01 00:58:33,2823,2581,5437
2018-03-01 01:13:51,2821,2583,5437
2018-03-01 01:29:12,2818,2585,5437
2018-03-01 01:43:31,2815,2588,5437
2018-03-01 01:58:51,2811,2592,5437
2018-03-01 02:14:12,2814,2589,5437
2018-03-01 02:28:31,2817,2586,5437
2018-03-01 02:43:50,2809,2594,5437
2018-03-01 02:59:08,2813,2591,5437
2018-03-01 03:14:29,2808,2596,5437
2018-03-01 03:28:46,2812,2592,5437
2018-03-01 03:44:03,2805,2599,5437
2018-03-01 03:59:21,2806,2598,5437
2018-03-01 04:13:37,2806,2598,5437
2018-03-01 04:28:55,2806,2598,5437
2018-03-01 04:44:13,2805,2599,5437
2018-03-01 04:59:31,2809,2595,5437
2018-03-01 05:13:46,2810,2594,5437
2018-03-01 05:29:04,2807,2597,5437
2018-03-01 05:44:22,2807,2597,5437
2018-03-01 05:59:39,2813,2591,5437
2018-03-01 06:14:03,2814,2590,5437
2018-03-01 06:29:20,2811,2587,5437
2018-03-01 06:44:37,2808,2590,5437
2018-03-01 06:58:54,2793,2604,5437
2018-03-01 07:14:11,2805,2587,5437
2018-03-01 07:29:28,2840,2537,5437
2018-03-01 07:44:45,2958,2411,5437
2018-03-01 07:59:01,2993,2378,5437
2018-03-01 08:14:24,2903,2468,5437
2018-03-01 08:29:43,2907,2465,5437
2018-03-01 08:44:01,2946,2409,5437
2018-03-01 08:59:20,2954,2407,5437
2018-03-01 09:14:40,2904,2457,5437
2018-03-01 09:28:59,2879,2447,5437
2018-03-01 09:44:18,2871,2461,5437
2018-03-01 09:59:38,2860,2469,5437
2018-03-01 10:14:58,2821,2508,5437
2018-03-01 10:29:15,2800,2512,5437
2018-03-01 10:44:35,2805,2506,5437
2018-03-01 10:59:54,2809,2495,5437
2018-03-01 11:14:13,2802,2487,5437
2018-03-01 11:29:31,2804,2486,5437
2018-03-01 11:44:49,2814,2465,5437
2018-03-01 12:00:08,2829,2442,5437
2018-03-01 12:14:29,2856,2421,5437
2018-03-01 12:29:48,2816,2447,5437
2018-03-01 12:45:08,2813,2455,5437
2018-03-01 12:59:28,2803,2448,5437
2018-03-01 13:14:47,2852,2421,5437
2018-03-01 13:30:07,2867,2404,5437
2018-03-01 13:44:25,2882,2388,5437
2018-03-01 13:59:43,2845,2425,5437
2018-03-01 14:15:01,2945,2326,5437
2018-03-01 14:30:20,2984,2287,5437
2018-03-01 14:44:38,2922,2349,5437
2018-03-01 14:59:58,2915,2358,5437
2018-03-01 15:15:19,2892,2380,5437
2018-03-01 15:29:36,2868,2403,5437
2018-03-01 15:44:56,2829,2442,5437
2018-03-01 16:00:14,2861,2451,5437
2018-03-01 16:15:34,2866,2467,5437
2018-03-01 16:29:52,2927,2442,5437
2018-03-01 16:45:09,2950,2446,5437
2018-03-01 17:00:27,2931,2463,5437
2018-03-01 17:14:45,2879,2515,5437
2018-03-01 17:30:03,2844,2549,5437
2018-03-01 17:45:20,2835,2557,5437
2018-03-01 18:00:40,2810,2581,5437
2018-03-01 18:14:59,2799,2595,5437
2018-03-01 18:30:20,2809,2584,5437
2018-03-01 18:45:39,2863,2531,5437
2018-03-01 18:59:57,2877,2515,5437
2018-03-01 19:15:16,2859,2534,5437
2018-03-01 19:30:32,2836,2558,5437
2018-03-01 19:45:49,2851,2543,5437
2018-03-01 20:00:03,2860,2534,5437
2018-03-01 20:15:28,2854,2543,5437
2018-03-01 20:30:48,2847,2550,5437
2018-03-01 20:45:06,2877,2519,5437
2018-03-01 21:00:24,2871,2526,5437
2018-03-01 21:15:43,2883,2514,5437
2018-03-01 21:29:59,2870,2527,5437
2018-03-01 21:45:16,2855,2541,5437
2018-03-01 22:00:33,2845,2551,5437
2018-03-01 22:15:06,2833,2564,5437
2018-03-01 22:30:24,2828,2569,5437
2018-03-01 22:45:42,2846,2552,5437
2018-03-01 23:01:00,2842,2556,5437
2018-03-01 23:15:16,2831,2565,5437
2018-03-01 23:30:33,2825,2572,5437
2018-03-01 23:45:50,2828,2570,5437
2018-03-01 23:59:05,2833,2564,5437
2018-03-02 00:15:34,2822,2573,5437
2018-03-02 00:30:28,2816,2580,5437
2018-03-02 00:46:08,2808,2587,5437
2018-03-02 01:00:36,2812,2583,5437
2018-03-02 01:16:07,2811,2582,5437
2018-03-02 01:30:27,2807,2588,5437
2018-03-02 01:45:56,2798,2597,5437
2018-03-02 02:01:17,2795,2601,5437
2018-03-02 02:15:40,2802,2594,5437
2018-03-02 02:30:59,2798,2598,5437
2018-03-02 02:46:17,2794,2602,5437
2018-03-02 03:00:35,2797,2599,5437
2018-03-02 03:15:53,2803,2593,5437
2018-03-02 03:31:12,2799,2597,5437
2018-03-02 04:00:47,2808,2588,5437
2018-03-02 04:16:05,2802,2594,5437
2018-03-02 04:31:23,2801,2595,5437
2018-03-02 04:45:40,2803,2594,5437
2018-03-02 05:00:57,2800,2597,5437
2018-03-02 05:16:16,2803,2594,5437
2018-03-02 05:31:33,2802,2595,5437
2018-03-02 05:45:49,2797,2600,5437
2018-03-02 06:01:08,2799,2599,5437
2018-03-02 06:16:37,2806,2592,5437
2018-03-02 06:30:53,2821,2577,5437
2018-03-02 06:46:14,2812,2558,5437
2018-03-02 07:01:32,2782,2590,5437
2018-03-02 07:16:49,2787,2584,5437
2018-03-02 07:31:05,2825,2552,5437
2018-03-02 07:46:22,2916,2456,5437
2018-03-02 08:01:43,2933,2427,5437
2018-03-02 08:16:01,2890,2459,5437
2018-03-02 08:31:21,2859,2482,5437
2018-03-02 08:46:39,2914,2426,5437
2018-03-02 09:01:59,2879,2445,5437
2018-03-02 09:16:19,2828,2482,5437
2018-03-02 09:31:37,2819,2486,5437
2018-03-02 09:46:56,2811,2472,5437
2018-03-02 10:01:15,2803,2477,5437
2018-03-02 10:16:34,2802,2476,5437
2018-03-02 10:31:51,2783,2489,5437
2018-03-02 10:46:08,2763,2507,5437
2018-03-02 11:01:26,2770,2480,5437
2018-03-02 11:16:44,2793,2448,5437
2018-03-02 11:32:03,2784,2467,5437
2018-03-02 11:46:20,2790,2453,5437
2018-03-02 12:01:38,2793,2449,5437
2018-03-02 12:16:57,2807,2467,5437
2018-03-02 12:31:15,2785,2492,5437
2018-03-02 12:46:34,2783,2492,5437
2018-03-02 13:01:54,2819,2457,5437
2018-03-02 13:17:12,2853,2425,5437
2018-03-02 13:31:29,2864,2413,5437
2018-03-02 13:46:47,2901,2379,5437
2018-03-02 14:02:08,2877,2402,5437
2018-03-02 14:16:31,2991,2287,5437
2018-03-02 14:31:50,2991,2283,5437
2018-03-02 14:47:12,2903,2371,5437
2018-03-02 15:01:30,2855,2422,5437
2018-03-02 15:16:47,2920,2394,5437
2018-03-02 15:32:05,2881,2460,5437
2018-03-02 15:47:23,2892,2490,5437
2018-03-02 16:01:39,2918,2483,5437
2018-03-02 16:16:56,2927,2474,5437
2018-03-02 16:32:14,2936,2465,5437
2018-03-02 16:47:31,2948,2454,5437
2018-03-02 17:01:48,2972,2430,5437
